
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 50-54 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar persoane, 49
Varsta sotului 50-54 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar persoane, 40
Varsta sotului 50-54 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 32
Varsta sotului 50-54 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar persoane, 37
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 5
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 5
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 5
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar persoane, 3
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 3
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 4
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 8
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 4
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 4
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 4
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 1
Varsta sotului 55-59 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 2
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 18
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 14
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 12
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 16
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 12
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 8
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 18
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 8
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 17
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 21
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 19
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 18
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 13
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 16
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 25
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 26
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 28
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 12
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 17
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 9
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 16
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 7
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 8
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 6
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 7
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 10
Varsta sotului 55-59 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 6
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 14
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 17
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 24
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 20
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 17
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 12
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 22
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 29
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 18
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 28
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 37
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 50
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 28
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 41
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 77
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 83
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 58
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 56
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 29
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 32
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 32
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 27
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 23
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 28
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 31
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 33
Varsta sotului 55-59 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 29
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 53
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 34
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 35
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 28
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 18
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 24
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 36
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 30
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 32
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 38
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 58
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 74
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 57
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 64
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 102
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 125
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 108
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 91
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 122
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 64
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 52
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 63
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 55
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 55
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 59
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 61
Varsta sotului 55-59 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 46
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 104
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 98
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 85
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 73
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 86
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 95
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 80
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 76
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 51
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 61
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 58
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 71
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 68
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 79
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 132
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 164
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 195
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 180
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 194
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 130
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 115
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 109
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 116
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 130
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 126
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 123
Varsta sotului 55-59 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 151
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 200
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 163
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 221
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 206
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 199
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 195
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 201
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 176
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 168
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 149
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 142
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 138
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 120
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 142
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 163
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 201
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 202
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 209
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 261
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 211
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 237
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 222
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 229
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 191
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 208
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 238
Varsta sotului 55-59 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 220
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 295
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 323
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 334
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 275
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 322
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 339
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 300
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 313
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 299
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 250
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 251
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 284
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 242
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 286
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 327
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 342
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 388
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 526
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar persoane, 380
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 317
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 248
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 242
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 218
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 293
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 364
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 460
Varsta sotului 55-59 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 441
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 442
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 437
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 440
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 363
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 343
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 335
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 297
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 260
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar persoane, 251
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 272
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 275
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar persoane, 298
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 313
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 330
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 368
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 470
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 464
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 1019
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 566
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar persoane, 421
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 319
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar persoane, 346
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 313
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar persoane, 354
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 456
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 428
Varsta sotului 55-59 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar persoane, 470
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 317
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar persoane, 318
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar persoane, 311
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 280
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 257
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 267
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 236
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar persoane, 202
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar persoane, 158
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar persoane, 143
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar persoane, 125
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 131
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 155
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 131
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 198
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 260
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 269
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar persoane, 696
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar persoane, 375
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar persoane, 307
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar persoane, 235
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar persoane, 242
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar persoane, 233
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 283
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar persoane, 362
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar persoane, 368
Varsta sotului 55-59 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar persoane, 344
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 126
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar persoane, 160
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 150
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 119
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar persoane, 137
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar persoane, 138
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar persoane, 97
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar persoane, 107
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar persoane, 98
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 75
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar persoane, 60
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 71
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar persoane, 54
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2003, Numar persoane, 49
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar persoane, 53
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2005, Numar persoane, 85
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar persoane, 85
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2007, Numar persoane, 153
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 92
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar persoane, 88
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar persoane, 55
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2011, Numar persoane, 78
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2012, Numar persoane, 70
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2013, Numar persoane, 77
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar persoane, 113
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 106
Varsta sotului 55-59 ani, Varsta sotiei 60 ani si peste, Anul 2016, Numar persoane, 113
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1993, Numar persoane, 18
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 4
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2007, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2010, Numar persoane, 2
