
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 1997, Numar persoane, 1382
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 1998, Numar persoane, 1229
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 1999, Numar persoane, 1064
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2000, Numar persoane, 1055
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2001, Numar persoane, 1088
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2002, Numar persoane, 1095
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2003, Numar persoane, 1079
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2004, Numar persoane, 932
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2005, Numar persoane, 1000
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2006, Numar persoane, 857
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2007, Numar persoane, 757
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2008, Numar persoane, 649
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2009, Numar persoane, 676
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2010, Numar persoane, 625
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2011, Numar persoane, 568
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2012, Numar persoane, 534
Malformatii congenitale  deformatii si anomalii  cromozomiale, TOTAL, Anul 2013, Numar persoane, 500
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1990, Numar persoane, 243
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1991, Numar persoane, 206
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1992, Numar persoane, 178
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1993, Numar persoane, 165
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1994, Numar persoane, 164
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1995, Numar persoane, 170
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1996, Numar persoane, 176
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1997, Numar persoane, 217
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1998, Numar persoane, 156
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 1999, Numar persoane, 163
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2000, Numar persoane, 142
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2001, Numar persoane, 160
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2002, Numar persoane, 149
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2003, Numar persoane, 128
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2004, Numar persoane, 122
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2005, Numar persoane, 127
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2006, Numar persoane, 143
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2007, Numar persoane, 107
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2008, Numar persoane, 90
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2009, Numar persoane, 102
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2010, Numar persoane, 94
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2011, Numar persoane, 96
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2012, Numar persoane, 91
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-VEST, Anul 2013, Numar persoane, 83
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1990, Numar persoane, 192
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1991, Numar persoane, 155
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1992, Numar persoane, 164
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1993, Numar persoane, 162
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1994, Numar persoane, 165
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1995, Numar persoane, 148
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1996, Numar persoane, 140
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1997, Numar persoane, 157
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1998, Numar persoane, 144
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 1999, Numar persoane, 149
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2000, Numar persoane, 142
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2001, Numar persoane, 156
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2002, Numar persoane, 159
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2003, Numar persoane, 143
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2004, Numar persoane, 128
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2005, Numar persoane, 129
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2006, Numar persoane, 98
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2007, Numar persoane, 126
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2008, Numar persoane, 89
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2009, Numar persoane, 99
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2010, Numar persoane, 86
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2011, Numar persoane, 95
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2012, Numar persoane, 81
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea CENTRU, Anul 2013, Numar persoane, 67
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1990, Numar persoane, 372
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1991, Numar persoane, 290
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1992, Numar persoane, 298
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1993, Numar persoane, 263
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1994, Numar persoane, 243
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1995, Numar persoane, 240
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1996, Numar persoane, 257
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1997, Numar persoane, 325
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1998, Numar persoane, 300
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 1999, Numar persoane, 225
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2000, Numar persoane, 277
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2001, Numar persoane, 250
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2002, Numar persoane, 238
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2003, Numar persoane, 213
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2004, Numar persoane, 180
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2005, Numar persoane, 209
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2006, Numar persoane, 159
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2007, Numar persoane, 141
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2008, Numar persoane, 128
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2009, Numar persoane, 147
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2010, Numar persoane, 128
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2011, Numar persoane, 97
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2012, Numar persoane, 82
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea NORD-EST, Anul 2013, Numar persoane, 100
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1990, Numar persoane, 250
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1991, Numar persoane, 190
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1992, Numar persoane, 178
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1993, Numar persoane, 151
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1994, Numar persoane, 154
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1995, Numar persoane, 146
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1996, Numar persoane, 159
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1997, Numar persoane, 158
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1998, Numar persoane, 146
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 1999, Numar persoane, 133
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2000, Numar persoane, 134
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2001, Numar persoane, 131
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2002, Numar persoane, 134
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2003, Numar persoane, 156
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2004, Numar persoane, 126
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2005, Numar persoane, 135
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2006, Numar persoane, 118
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2007, Numar persoane, 87
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2008, Numar persoane, 86
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2009, Numar persoane, 85
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2010, Numar persoane, 77
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2011, Numar persoane, 74
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2012, Numar persoane, 82
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-EST, Anul 2013, Numar persoane, 61
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 271
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 206
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 200
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 187
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 157
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 146
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 159
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 197
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 164
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 154
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 141
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 142
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 156
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 170
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 119
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 157
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 109
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 89
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 87
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 82
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 92
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 75
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 86
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 70
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 114
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 106
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 105
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 130
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 88
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 101
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 86
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 73
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 79
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 69
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 62
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 83
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 62
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 91
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 73
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 78
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 83
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 81
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 49
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 59
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 38
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 46
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 30
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 47
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 179
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 105
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 131
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 112
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 123
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 103
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 134
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 142
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 122
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 84
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 85
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 92
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 98
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 92
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 113
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 102
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 94
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 65
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 64
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 48
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 56
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 45
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 60
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 49
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1990, Numar persoane, 141
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1991, Numar persoane, 137
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1992, Numar persoane, 125
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1993, Numar persoane, 120
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1994, Numar persoane, 95
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1995, Numar persoane, 82
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1996, Numar persoane, 96
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1997, Numar persoane, 113
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1998, Numar persoane, 118
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 1999, Numar persoane, 87
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2000, Numar persoane, 72
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2001, Numar persoane, 74
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2002, Numar persoane, 99
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2003, Numar persoane, 86
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2004, Numar persoane, 71
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2005, Numar persoane, 63
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2006, Numar persoane, 53
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2007, Numar persoane, 61
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2008, Numar persoane, 56
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2009, Numar persoane, 54
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2010, Numar persoane, 54
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2011, Numar persoane, 40
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2012, Numar persoane, 22
Malformatii congenitale  deformatii si anomalii  cromozomiale, Regiunea VEST, Anul 2013, Numar persoane, 23
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1990, Numar persoane, 17760
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1991, Numar persoane, 16874
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1992, Numar persoane, 16927
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1993, Numar persoane, 16790
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1994, Numar persoane, 17298
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1995, Numar persoane, 17839
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1996, Numar persoane, 17790
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1997, Numar persoane, 17316
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1998, Numar persoane, 16237
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 1999, Numar persoane, 14467
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2000, Numar persoane, 14412
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2001, Numar persoane, 14270
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2002, Numar persoane, 14509
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2003, Numar persoane, 14123
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2004, Numar persoane, 13462
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2005, Numar persoane, 13041
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2006, Numar persoane, 12769
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2007, Numar persoane, 12257
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2008, Numar persoane, 12800
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2009, Numar persoane, 12185
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2010, Numar persoane, 12032
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2011, Numar persoane, 10534
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2012, Numar persoane, 10597
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, TOTAL, Anul 2013, Numar persoane, 10088
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1990, Numar persoane, 2391
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1991, Numar persoane, 2320
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1992, Numar persoane, 2330
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1993, Numar persoane, 2391
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1994, Numar persoane, 2414
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1995, Numar persoane, 2363
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1996, Numar persoane, 2298
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1997, Numar persoane, 2387
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1998, Numar persoane, 2214
