
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, 20-24 ani, Covasna, Anul 2002, Numar persoane, 3
Feminin, 20-24 ani, Covasna, Anul 2003, Numar persoane, 6
Feminin, 20-24 ani, Covasna, Anul 2004, Numar persoane, 2
Feminin, 20-24 ani, Covasna, Anul 2005, Numar persoane, 3
Feminin, 20-24 ani, Covasna, Anul 2006, Numar persoane, 2
Feminin, 20-24 ani, Covasna, Anul 2007, Numar persoane, 6
Feminin, 20-24 ani, Covasna, Anul 2008, Numar persoane, 1
Feminin, 20-24 ani, Covasna, Anul 2009, Numar persoane, 5
Feminin, 20-24 ani, Covasna, Anul 2010, Numar persoane, 3
Feminin, 20-24 ani, Covasna, Anul 2011, Numar persoane, 4
Feminin, 20-24 ani, Covasna, Anul 2012, Numar persoane, 2
Feminin, 20-24 ani, Harghita, Anul 1999, Numar persoane, 3
Feminin, 20-24 ani, Harghita, Anul 2000, Numar persoane, 9
Feminin, 20-24 ani, Harghita, Anul 2001, Numar persoane, 4
Feminin, 20-24 ani, Harghita, Anul 2002, Numar persoane, 7
Feminin, 20-24 ani, Harghita, Anul 2003, Numar persoane, 3
Feminin, 20-24 ani, Harghita, Anul 2004, Numar persoane, 2
Feminin, 20-24 ani, Harghita, Anul 2005, Numar persoane, 8
Feminin, 20-24 ani, Harghita, Anul 2006, Numar persoane, 2
Feminin, 20-24 ani, Harghita, Anul 2007, Numar persoane, 5
Feminin, 20-24 ani, Harghita, Anul 2008, Numar persoane, 8
Feminin, 20-24 ani, Harghita, Anul 2009, Numar persoane, 2
Feminin, 20-24 ani, Harghita, Anul 2010, Numar persoane, 4
Feminin, 20-24 ani, Harghita, Anul 2011, Numar persoane, 2
Feminin, 20-24 ani, Harghita, Anul 2012, Numar persoane, 4
Feminin, 20-24 ani, Mures, Anul 1999, Numar persoane, 19
Feminin, 20-24 ani, Mures, Anul 2000, Numar persoane, 8
Feminin, 20-24 ani, Mures, Anul 2001, Numar persoane, 14
Feminin, 20-24 ani, Mures, Anul 2002, Numar persoane, 9
Feminin, 20-24 ani, Mures, Anul 2003, Numar persoane, 12
Feminin, 20-24 ani, Mures, Anul 2004, Numar persoane, 4
Feminin, 20-24 ani, Mures, Anul 2005, Numar persoane, 6
Feminin, 20-24 ani, Mures, Anul 2006, Numar persoane, 8
Feminin, 20-24 ani, Mures, Anul 2007, Numar persoane, 10
Feminin, 20-24 ani, Mures, Anul 2008, Numar persoane, 6
Feminin, 20-24 ani, Mures, Anul 2009, Numar persoane, 10
Feminin, 20-24 ani, Mures, Anul 2010, Numar persoane, 9
Feminin, 20-24 ani, Mures, Anul 2011, Numar persoane, 12
Feminin, 20-24 ani, Mures, Anul 2012, Numar persoane, 12
Feminin, 25-29 ani, TOTAL, Anul 1999, Numar persoane, 514
Feminin, 25-29 ani, TOTAL, Anul 2000, Numar persoane, 422
Feminin, 25-29 ani, TOTAL, Anul 2001, Numar persoane, 439
Feminin, 25-29 ani, TOTAL, Anul 2002, Numar persoane, 441
Feminin, 25-29 ani, TOTAL, Anul 2003, Numar persoane, 393
Feminin, 25-29 ani, TOTAL, Anul 2004, Numar persoane, 406
Feminin, 25-29 ani, TOTAL, Anul 2005, Numar persoane, 403
Feminin, 25-29 ani, TOTAL, Anul 2006, Numar persoane, 385
Feminin, 25-29 ani, TOTAL, Anul 2007, Numar persoane, 328
Feminin, 25-29 ani, TOTAL, Anul 2008, Numar persoane, 314
Feminin, 25-29 ani, TOTAL, Anul 2009, Numar persoane, 285
Feminin, 25-29 ani, TOTAL, Anul 2010, Numar persoane, 307
Feminin, 25-29 ani, TOTAL, Anul 2011, Numar persoane, 287
Feminin, 25-29 ani, TOTAL, Anul 2012, Numar persoane, 263
Feminin, 25-29 ani, Covasna, Anul 1999, Numar persoane, 4
Feminin, 25-29 ani, Covasna, Anul 2000, Numar persoane, 7
Feminin, 25-29 ani, Covasna, Anul 2001, Numar persoane, 9
Feminin, 25-29 ani, Covasna, Anul 2002, Numar persoane, 5
Feminin, 25-29 ani, Covasna, Anul 2003, Numar persoane, 4
Feminin, 25-29 ani, Covasna, Anul 2004, Numar persoane, 4
Feminin, 25-29 ani, Covasna, Anul 2005, Numar persoane, 3
Feminin, 25-29 ani, Covasna, Anul 2006, Numar persoane, 4
Feminin, 25-29 ani, Covasna, Anul 2007, Numar persoane, 3
Feminin, 25-29 ani, Covasna, Anul 2008, Numar persoane, 3
Feminin, 25-29 ani, Covasna, Anul 2009, Numar persoane, 5
Feminin, 25-29 ani, Covasna, Anul 2010, Numar persoane, 5
Feminin, 25-29 ani, Covasna, Anul 2011, Numar persoane, 7
Feminin, 25-29 ani, Covasna, Anul 2012, Numar persoane, 3
Feminin, 25-29 ani, Harghita, Anul 1999, Numar persoane, 9
Feminin, 25-29 ani, Harghita, Anul 2000, Numar persoane, 5
Feminin, 25-29 ani, Harghita, Anul 2001, Numar persoane, 4
Feminin, 25-29 ani, Harghita, Anul 2002, Numar persoane, 10
Feminin, 25-29 ani, Harghita, Anul 2003, Numar persoane, 7
Feminin, 25-29 ani, Harghita, Anul 2004, Numar persoane, 6
Feminin, 25-29 ani, Harghita, Anul 2005, Numar persoane, 4
Feminin, 25-29 ani, Harghita, Anul 2006, Numar persoane, 4
Feminin, 25-29 ani, Harghita, Anul 2007, Numar persoane, 3
Feminin, 25-29 ani, Harghita, Anul 2008, Numar persoane, 8
Feminin, 25-29 ani, Harghita, Anul 2009, Numar persoane, 4
Feminin, 25-29 ani, Harghita, Anul 2010, Numar persoane, 6
Feminin, 25-29 ani, Harghita, Anul 2012, Numar persoane, 5
Feminin, 25-29 ani, Mures, Anul 1999, Numar persoane, 9
Feminin, 25-29 ani, Mures, Anul 2000, Numar persoane, 7
Feminin, 25-29 ani, Mures, Anul 2001, Numar persoane, 17
Feminin, 25-29 ani, Mures, Anul 2002, Numar persoane, 15
Feminin, 25-29 ani, Mures, Anul 2003, Numar persoane, 10
Feminin, 25-29 ani, Mures, Anul 2004, Numar persoane, 8
Feminin, 25-29 ani, Mures, Anul 2005, Numar persoane, 12
Feminin, 25-29 ani, Mures, Anul 2006, Numar persoane, 10
Feminin, 25-29 ani, Mures, Anul 2007, Numar persoane, 11
Feminin, 25-29 ani, Mures, Anul 2008, Numar persoane, 13
Feminin, 25-29 ani, Mures, Anul 2009, Numar persoane, 10
Feminin, 25-29 ani, Mures, Anul 2010, Numar persoane, 13
Feminin, 25-29 ani, Mures, Anul 2011, Numar persoane, 10
Feminin, 25-29 ani, Mures, Anul 2012, Numar persoane, 9
Feminin, 30-34 ani, TOTAL, Anul 1999, Numar persoane, 699
Feminin, 30-34 ani, TOTAL, Anul 2000, Numar persoane, 700
Feminin, 30-34 ani, TOTAL, Anul 2001, Numar persoane, 727
Feminin, 30-34 ani, TOTAL, Anul 2002, Numar persoane, 726
Feminin, 30-34 ani, TOTAL, Anul 2003, Numar persoane, 632
Feminin, 30-34 ani, TOTAL, Anul 2004, Numar persoane, 590
Feminin, 30-34 ani, TOTAL, Anul 2005, Numar persoane, 533
Feminin, 30-34 ani, TOTAL, Anul 2006, Numar persoane, 528
Feminin, 30-34 ani, TOTAL, Anul 2007, Numar persoane, 513
Feminin, 30-34 ani, TOTAL, Anul 2008, Numar persoane, 538
Feminin, 30-34 ani, TOTAL, Anul 2009, Numar persoane, 476
Feminin, 30-34 ani, TOTAL, Anul 2010, Numar persoane, 464
Feminin, 30-34 ani, TOTAL, Anul 2011, Numar persoane, 471
Feminin, 30-34 ani, TOTAL, Anul 2012, Numar persoane, 402
Feminin, 30-34 ani, Covasna, Anul 1999, Numar persoane, 7
Feminin, 30-34 ani, Covasna, Anul 2000, Numar persoane, 4
Feminin, 30-34 ani, Covasna, Anul 2001, Numar persoane, 10
Feminin, 30-34 ani, Covasna, Anul 2002, Numar persoane, 9
Feminin, 30-34 ani, Covasna, Anul 2003, Numar persoane, 8
Feminin, 30-34 ani, Covasna, Anul 2004, Numar persoane, 7
Feminin, 30-34 ani, Covasna, Anul 2005, Numar persoane, 4
Feminin, 30-34 ani, Covasna, Anul 2006, Numar persoane, 8
Feminin, 30-34 ani, Covasna, Anul 2007, Numar persoane, 5
Feminin, 30-34 ani, Covasna, Anul 2008, Numar persoane, 7
Feminin, 30-34 ani, Covasna, Anul 2009, Numar persoane, 6
Feminin, 30-34 ani, Covasna, Anul 2010, Numar persoane, 2
Feminin, 30-34 ani, Covasna, Anul 2011, Numar persoane, 2
Feminin, 30-34 ani, Covasna, Anul 2012, Numar persoane, 7
Feminin, 30-34 ani, Harghita, Anul 1999, Numar persoane, 5
Feminin, 30-34 ani, Harghita, Anul 2000, Numar persoane, 8
Feminin, 30-34 ani, Harghita, Anul 2001, Numar persoane, 11
Feminin, 30-34 ani, Harghita, Anul 2002, Numar persoane, 6
Feminin, 30-34 ani, Harghita, Anul 2003, Numar persoane, 15
Feminin, 30-34 ani, Harghita, Anul 2004, Numar persoane, 13
Feminin, 30-34 ani, Harghita, Anul 2005, Numar persoane, 8
Feminin, 30-34 ani, Harghita, Anul 2006, Numar persoane, 11
Feminin, 30-34 ani, Harghita, Anul 2007, Numar persoane, 7
Feminin, 30-34 ani, Harghita, Anul 2008, Numar persoane, 10
Feminin, 30-34 ani, Harghita, Anul 2009, Numar persoane, 8
Feminin, 30-34 ani, Harghita, Anul 2010, Numar persoane, 8
Feminin, 30-34 ani, Harghita, Anul 2011, Numar persoane, 7
Feminin, 30-34 ani, Harghita, Anul 2012, Numar persoane, 5
Feminin, 30-34 ani, Mures, Anul 1999, Numar persoane, 18
Feminin, 30-34 ani, Mures, Anul 2000, Numar persoane, 30
Feminin, 30-34 ani, Mures, Anul 2001, Numar persoane, 19
Feminin, 30-34 ani, Mures, Anul 2002, Numar persoane, 16
Feminin, 30-34 ani, Mures, Anul 2003, Numar persoane, 20
Feminin, 30-34 ani, Mures, Anul 2004, Numar persoane, 8
Feminin, 30-34 ani, Mures, Anul 2005, Numar persoane, 10
Feminin, 30-34 ani, Mures, Anul 2006, Numar persoane, 17
Feminin, 30-34 ani, Mures, Anul 2007, Numar persoane, 12
Feminin, 30-34 ani, Mures, Anul 2008, Numar persoane, 14
Feminin, 30-34 ani, Mures, Anul 2009, Numar persoane, 12
Feminin, 30-34 ani, Mures, Anul 2010, Numar persoane, 10
Feminin, 30-34 ani, Mures, Anul 2011, Numar persoane, 18
Feminin, 30-34 ani, Mures, Anul 2012, Numar persoane, 14
Feminin, 35-39 ani, TOTAL, Anul 1999, Numar persoane, 951
Feminin, 35-39 ani, TOTAL, Anul 2000, Numar persoane, 925
Feminin, 35-39 ani, TOTAL, Anul 2001, Numar persoane, 809
Feminin, 35-39 ani, TOTAL, Anul 2002, Numar persoane, 769
Feminin, 35-39 ani, TOTAL, Anul 2003, Numar persoane, 919
Feminin, 35-39 ani, TOTAL, Anul 2004, Numar persoane, 919
Feminin, 35-39 ani, TOTAL, Anul 2005, Numar persoane, 955
Feminin, 35-39 ani, TOTAL, Anul 2006, Numar persoane, 991
Feminin, 35-39 ani, TOTAL, Anul 2007, Numar persoane, 932
Feminin, 35-39 ani, TOTAL, Anul 2008, Numar persoane, 803
Feminin, 35-39 ani, TOTAL, Anul 2009, Numar persoane, 778
Feminin, 35-39 ani, TOTAL, Anul 2010, Numar persoane, 784
Feminin, 35-39 ani, TOTAL, Anul 2011, Numar persoane, 676
Feminin, 35-39 ani, TOTAL, Anul 2012, Numar persoane, 661
Feminin, 35-39 ani, Covasna, Anul 1999, Numar persoane, 9
Feminin, 35-39 ani, Covasna, Anul 2000, Numar persoane, 13
Feminin, 35-39 ani, Covasna, Anul 2001, Numar persoane, 8
Feminin, 35-39 ani, Covasna, Anul 2002, Numar persoane, 3
Feminin, 35-39 ani, Covasna, Anul 2003, Numar persoane, 5
Feminin, 35-39 ani, Covasna, Anul 2004, Numar persoane, 9
Feminin, 35-39 ani, Covasna, Anul 2005, Numar persoane, 12
Feminin, 35-39 ani, Covasna, Anul 2006, Numar persoane, 12
Feminin, 35-39 ani, Covasna, Anul 2007, Numar persoane, 14
Feminin, 35-39 ani, Covasna, Anul 2008, Numar persoane, 4
Feminin, 35-39 ani, Covasna, Anul 2009, Numar persoane, 4
Feminin, 35-39 ani, Covasna, Anul 2010, Numar persoane, 7
Feminin, 35-39 ani, Covasna, Anul 2011, Numar persoane, 8
Feminin, 35-39 ani, Covasna, Anul 2012, Numar persoane, 10
Feminin, 35-39 ani, Harghita, Anul 1999, Numar persoane, 15
Feminin, 35-39 ani, Harghita, Anul 2000, Numar persoane, 11
Feminin, 35-39 ani, Harghita, Anul 2001, Numar persoane, 17
Feminin, 35-39 ani, Harghita, Anul 2002, Numar persoane, 14
Feminin, 35-39 ani, Harghita, Anul 2003, Numar persoane, 14
Feminin, 35-39 ani, Harghita, Anul 2004, Numar persoane, 17
Feminin, 35-39 ani, Harghita, Anul 2005, Numar persoane, 8
Feminin, 35-39 ani, Harghita, Anul 2006, Numar persoane, 15
Feminin, 35-39 ani, Harghita, Anul 2007, Numar persoane, 14
Feminin, 35-39 ani, Harghita, Anul 2008, Numar persoane, 13
Feminin, 35-39 ani, Harghita, Anul 2009, Numar persoane, 12
Feminin, 35-39 ani, Harghita, Anul 2010, Numar persoane, 4
Feminin, 35-39 ani, Harghita, Anul 2011, Numar persoane, 5
Feminin, 35-39 ani, Harghita, Anul 2012, Numar persoane, 10
Feminin, 35-39 ani, Mures, Anul 1999, Numar persoane, 30
Feminin, 35-39 ani, Mures, Anul 2000, Numar persoane, 20
Feminin, 35-39 ani, Mures, Anul 2001, Numar persoane, 18
Feminin, 35-39 ani, Mures, Anul 2002, Numar persoane, 21
Feminin, 35-39 ani, Mures, Anul 2003, Numar persoane, 19
Feminin, 35-39 ani, Mures, Anul 2004, Numar persoane, 38
Feminin, 35-39 ani, Mures, Anul 2005, Numar persoane, 32
Feminin, 35-39 ani, Mures, Anul 2006, Numar persoane, 28
Feminin, 35-39 ani, Mures, Anul 2007, Numar persoane, 24
Feminin, 35-39 ani, Mures, Anul 2008, Numar persoane, 14
Feminin, 35-39 ani, Mures, Anul 2009, Numar persoane, 25
Feminin, 35-39 ani, Mures, Anul 2010, Numar persoane, 20
Feminin, 35-39 ani, Mures, Anul 2011, Numar persoane, 22
Feminin, 35-39 ani, Mures, Anul 2012, Numar persoane, 21
Feminin, 40-44 ani, TOTAL, Anul 1999, Numar persoane, 1998
Feminin, 40-44 ani, TOTAL, Anul 2000, Numar persoane, 1850
Feminin, 40-44 ani, TOTAL, Anul 2001, Numar persoane, 1730
Feminin, 40-44 ani, TOTAL, Anul 2002, Numar persoane, 1643
Feminin, 40-44 ani, TOTAL, Anul 2003, Numar persoane, 1510
Feminin, 40-44 ani, TOTAL, Anul 2004, Numar persoane, 1343
Feminin, 40-44 ani, TOTAL, Anul 2005, Numar persoane, 1220
Feminin, 40-44 ani, TOTAL, Anul 2006, Numar persoane, 1112
Feminin, 40-44 ani, TOTAL, Anul 2007, Numar persoane, 1072
Feminin, 40-44 ani, TOTAL, Anul 2008, Numar persoane, 1210
Feminin, 40-44 ani, TOTAL, Anul 2009, Numar persoane, 1320
Feminin, 40-44 ani, TOTAL, Anul 2010, Numar persoane, 1390
Feminin, 40-44 ani, TOTAL, Anul 2011, Numar persoane, 1253
Feminin, 40-44 ani, TOTAL, Anul 2012, Numar persoane, 1290
Feminin, 40-44 ani, Covasna, Anul 1999, Numar persoane, 19
Feminin, 40-44 ani, Covasna, Anul 2000, Numar persoane, 20
Feminin, 40-44 ani, Covasna, Anul 2001, Numar persoane, 19
Feminin, 40-44 ani, Covasna, Anul 2002, Numar persoane, 11
Feminin, 40-44 ani, Covasna, Anul 2003, Numar persoane, 10
Feminin, 40-44 ani, Covasna, Anul 2004, Numar persoane, 8
Feminin, 40-44 ani, Covasna, Anul 2005, Numar persoane, 12
Feminin, 40-44 ani, Covasna, Anul 2006, Numar persoane, 11
Feminin, 40-44 ani, Covasna, Anul 2007, Numar persoane, 14
Feminin, 40-44 ani, Covasna, Anul 2008, Numar persoane, 20
Feminin, 40-44 ani, Covasna, Anul 2009, Numar persoane, 13
Feminin, 40-44 ani, Covasna, Anul 2010, Numar persoane, 16
Feminin, 40-44 ani, Covasna, Anul 2011, Numar persoane, 7
Feminin, 40-44 ani, Covasna, Anul 2012, Numar persoane, 11
Feminin, 40-44 ani, Harghita, Anul 1999, Numar persoane, 34
Feminin, 40-44 ani, Harghita, Anul 2000, Numar persoane, 28
Feminin, 40-44 ani, Harghita, Anul 2001, Numar persoane, 25
Feminin, 40-44 ani, Harghita, Anul 2002, Numar persoane, 22
Feminin, 40-44 ani, Harghita, Anul 2003, Numar persoane, 30
Feminin, 40-44 ani, Harghita, Anul 2004, Numar persoane, 24
Feminin, 40-44 ani, Harghita, Anul 2005, Numar persoane, 24
Feminin, 40-44 ani, Harghita, Anul 2006, Numar persoane, 25
Feminin, 40-44 ani, Harghita, Anul 2007, Numar persoane, 20
Feminin, 40-44 ani, Harghita, Anul 2008, Numar persoane, 15
Feminin, 40-44 ani, Harghita, Anul 2009, Numar persoane, 27
Feminin, 40-44 ani, Harghita, Anul 2010, Numar persoane, 24
Feminin, 40-44 ani, Harghita, Anul 2011, Numar persoane, 18
Feminin, 40-44 ani, Harghita, Anul 2012, Numar persoane, 21
Feminin, 40-44 ani, Mures, Anul 1999, Numar persoane, 63
Feminin, 40-44 ani, Mures, Anul 2000, Numar persoane, 46
Feminin, 40-44 ani, Mures, Anul 2001, Numar persoane, 34
Feminin, 40-44 ani, Mures, Anul 2002, Numar persoane, 44
Feminin, 40-44 ani, Mures, Anul 2003, Numar persoane, 41
Feminin, 40-44 ani, Mures, Anul 2004, Numar persoane, 30
Feminin, 40-44 ani, Mures, Anul 2005, Numar persoane, 46
Feminin, 40-44 ani, Mures, Anul 2006, Numar persoane, 29
Feminin, 40-44 ani, Mures, Anul 2007, Numar persoane, 23
Feminin, 40-44 ani, Mures, Anul 2008, Numar persoane, 36
Feminin, 40-44 ani, Mures, Anul 2009, Numar persoane, 33
Feminin, 40-44 ani, Mures, Anul 2010, Numar persoane, 38
Feminin, 40-44 ani, Mures, Anul 2011, Numar persoane, 34
Feminin, 40-44 ani, Mures, Anul 2012, Numar persoane, 31
Feminin, 45-49 ani, TOTAL, Anul 1999, Numar persoane, 2971
Feminin, 45-49 ani, TOTAL, Anul 2000, Numar persoane, 2926
Feminin, 45-49 ani, TOTAL, Anul 2001, Numar persoane, 2909
Feminin, 45-49 ani, TOTAL, Anul 2002, Numar persoane, 3014
Feminin, 45-49 ani, TOTAL, Anul 2003, Numar persoane, 2893
Feminin, 45-49 ani, TOTAL, Anul 2004, Numar persoane, 2767
Feminin, 45-49 ani, TOTAL, Anul 2005, Numar persoane, 2635
Feminin, 45-49 ani, TOTAL, Anul 2006, Numar persoane, 2315
Feminin, 45-49 ani, TOTAL, Anul 2007, Numar persoane, 2207
Feminin, 45-49 ani, TOTAL, Anul 2008, Numar persoane, 1995
Feminin, 45-49 ani, TOTAL, Anul 2009, Numar persoane, 1936
Feminin, 45-49 ani, TOTAL, Anul 2010, Numar persoane, 1714
Feminin, 45-49 ani, TOTAL, Anul 2011, Numar persoane, 1505
Feminin, 45-49 ani, TOTAL, Anul 2012, Numar persoane, 1453
Feminin, 45-49 ani, Covasna, Anul 1999, Numar persoane, 36
Feminin, 45-49 ani, Covasna, Anul 2000, Numar persoane, 26
Feminin, 45-49 ani, Covasna, Anul 2001, Numar persoane, 26
Feminin, 45-49 ani, Covasna, Anul 2002, Numar persoane, 33
Feminin, 45-49 ani, Covasna, Anul 2003, Numar persoane, 33
Feminin, 45-49 ani, Covasna, Anul 2004, Numar persoane, 26
Feminin, 45-49 ani, Covasna, Anul 2005, Numar persoane, 26
Feminin, 45-49 ani, Covasna, Anul 2006, Numar persoane, 31
Feminin, 45-49 ani, Covasna, Anul 2007, Numar persoane, 24
Feminin, 45-49 ani, Covasna, Anul 2008, Numar persoane, 15
Feminin, 45-49 ani, Covasna, Anul 2009, Numar persoane, 20
Feminin, 45-49 ani, Covasna, Anul 2010, Numar persoane, 20
Feminin, 45-49 ani, Covasna, Anul 2011, Numar persoane, 16
Feminin, 45-49 ani, Covasna, Anul 2012, Numar persoane, 16
Feminin, 45-49 ani, Harghita, Anul 1999, Numar persoane, 43
Feminin, 45-49 ani, Harghita, Anul 2000, Numar persoane, 47
Feminin, 45-49 ani, Harghita, Anul 2001, Numar persoane, 49
Feminin, 45-49 ani, Harghita, Anul 2002, Numar persoane, 38
Feminin, 45-49 ani, Harghita, Anul 2003, Numar persoane, 51
Feminin, 45-49 ani, Harghita, Anul 2004, Numar persoane, 33
Feminin, 45-49 ani, Harghita, Anul 2005, Numar persoane, 42
Feminin, 45-49 ani, Harghita, Anul 2006, Numar persoane, 39
Feminin, 45-49 ani, Harghita, Anul 2007, Numar persoane, 36
Feminin, 45-49 ani, Harghita, Anul 2008, Numar persoane, 36
Feminin, 45-49 ani, Harghita, Anul 2009, Numar persoane, 31
Feminin, 45-49 ani, Harghita, Anul 2010, Numar persoane, 24
Feminin, 45-49 ani, Harghita, Anul 2011, Numar persoane, 27
Feminin, 45-49 ani, Harghita, Anul 2012, Numar persoane, 20
Feminin, 45-49 ani, Mures, Anul 1999, Numar persoane, 83
Feminin, 45-49 ani, Mures, Anul 2000, Numar persoane, 62
Feminin, 45-49 ani, Mures, Anul 2001, Numar persoane, 79
Feminin, 45-49 ani, Mures, Anul 2002, Numar persoane, 80
Feminin, 45-49 ani, Mures, Anul 2003, Numar persoane, 81
Feminin, 45-49 ani, Mures, Anul 2004, Numar persoane, 81
Feminin, 45-49 ani, Mures, Anul 2005, Numar persoane, 58
Feminin, 45-49 ani, Mures, Anul 2006, Numar persoane, 56
Feminin, 45-49 ani, Mures, Anul 2007, Numar persoane, 57
Feminin, 45-49 ani, Mures, Anul 2008, Numar persoane, 63
Feminin, 45-49 ani, Mures, Anul 2009, Numar persoane, 46
Feminin, 45-49 ani, Mures, Anul 2010, Numar persoane, 45
Feminin, 45-49 ani, Mures, Anul 2011, Numar persoane, 40
Feminin, 45-49 ani, Mures, Anul 2012, Numar persoane, 52
Feminin, 50-54 ani, TOTAL, Anul 1999, Numar persoane, 3408
Feminin, 50-54 ani, TOTAL, Anul 2000, Numar persoane, 3378
Feminin, 50-54 ani, TOTAL, Anul 2001, Numar persoane, 3843
Feminin, 50-54 ani, TOTAL, Anul 2002, Numar persoane, 4169
Feminin, 50-54 ani, TOTAL, Anul 2003, Numar persoane, 4070
Feminin, 50-54 ani, TOTAL, Anul 2004, Numar persoane, 3940
Feminin, 50-54 ani, TOTAL, Anul 2005, Numar persoane, 3893
Feminin, 50-54 ani, TOTAL, Anul 2006, Numar persoane, 3884
Feminin, 50-54 ani, TOTAL, Anul 2007, Numar persoane, 3703
Feminin, 50-54 ani, TOTAL, Anul 2008, Numar persoane, 3666
Feminin, 50-54 ani, TOTAL, Anul 2009, Numar persoane, 3666
Feminin, 50-54 ani, TOTAL, Anul 2010, Numar persoane, 3349
Feminin, 50-54 ani, TOTAL, Anul 2011, Numar persoane, 3027
Feminin, 50-54 ani, TOTAL, Anul 2012, Numar persoane, 2863
Feminin, 50-54 ani, Covasna, Anul 1999, Numar persoane, 27
Feminin, 50-54 ani, Covasna, Anul 2000, Numar persoane, 22
Feminin, 50-54 ani, Covasna, Anul 2001, Numar persoane, 26
Feminin, 50-54 ani, Covasna, Anul 2002, Numar persoane, 38
Feminin, 50-54 ani, Covasna, Anul 2003, Numar persoane, 32
Feminin, 50-54 ani, Covasna, Anul 2004, Numar persoane, 41
Feminin, 50-54 ani, Covasna, Anul 2005, Numar persoane, 30
Feminin, 50-54 ani, Covasna, Anul 2006, Numar persoane, 55
Feminin, 50-54 ani, Covasna, Anul 2007, Numar persoane, 37
Feminin, 50-54 ani, Covasna, Anul 2008, Numar persoane, 47
Feminin, 50-54 ani, Covasna, Anul 2009, Numar persoane, 24
Feminin, 50-54 ani, Covasna, Anul 2010, Numar persoane, 26
Feminin, 50-54 ani, Covasna, Anul 2011, Numar persoane, 39
Feminin, 50-54 ani, Covasna, Anul 2012, Numar persoane, 23
Feminin, 50-54 ani, Harghita, Anul 1999, Numar persoane, 34
Feminin, 50-54 ani, Harghita, Anul 2000, Numar persoane, 51
Feminin, 50-54 ani, Harghita, Anul 2001, Numar persoane, 41
Feminin, 50-54 ani, Harghita, Anul 2002, Numar persoane, 42
Feminin, 50-54 ani, Harghita, Anul 2003, Numar persoane, 58
Feminin, 50-54 ani, Harghita, Anul 2004, Numar persoane, 58
Feminin, 50-54 ani, Harghita, Anul 2005, Numar persoane, 57
Feminin, 50-54 ani, Harghita, Anul 2006, Numar persoane, 59
Feminin, 50-54 ani, Harghita, Anul 2007, Numar persoane, 55
Feminin, 50-54 ani, Harghita, Anul 2008, Numar persoane, 61
Feminin, 50-54 ani, Harghita, Anul 2009, Numar persoane, 48
Feminin, 50-54 ani, Harghita, Anul 2010, Numar persoane, 49
Feminin, 50-54 ani, Harghita, Anul 2011, Numar persoane, 48
Feminin, 50-54 ani, Harghita, Anul 2012, Numar persoane, 33
Feminin, 50-54 ani, Mures, Anul 1999, Numar persoane, 102
Feminin, 50-54 ani, Mures, Anul 2000, Numar persoane, 90
Feminin, 50-54 ani, Mures, Anul 2001, Numar persoane, 110
Feminin, 50-54 ani, Mures, Anul 2002, Numar persoane, 111
Feminin, 50-54 ani, Mures, Anul 2003, Numar persoane, 104
Feminin, 50-54 ani, Mures, Anul 2004, Numar persoane, 96
Feminin, 50-54 ani, Mures, Anul 2005, Numar persoane, 102
Feminin, 50-54 ani, Mures, Anul 2006, Numar persoane, 112
Feminin, 50-54 ani, Mures, Anul 2007, Numar persoane, 113
Feminin, 50-54 ani, Mures, Anul 2008, Numar persoane, 100
Feminin, 50-54 ani, Mures, Anul 2009, Numar persoane, 94
Feminin, 50-54 ani, Mures, Anul 2010, Numar persoane, 78
Feminin, 50-54 ani, Mures, Anul 2011, Numar persoane, 75
Feminin, 50-54 ani, Mures, Anul 2012, Numar persoane, 80
Feminin, 55- 59 ani, TOTAL, Anul 1999, Numar persoane, 4770
Feminin, 55- 59 ani, TOTAL, Anul 2000, Numar persoane, 4517
Feminin, 55- 59 ani, TOTAL, Anul 2001, Numar persoane, 4523
Feminin, 55- 59 ani, TOTAL, Anul 2002, Numar persoane, 4538
Feminin, 55- 59 ani, TOTAL, Anul 2003, Numar persoane, 4670
Feminin, 55- 59 ani, TOTAL, Anul 2004, Numar persoane, 4473
Feminin, 55- 59 ani, TOTAL, Anul 2005, Numar persoane, 4896
Feminin, 55- 59 ani, TOTAL, Anul 2006, Numar persoane, 4910
Feminin, 55- 59 ani, TOTAL, Anul 2007, Numar persoane, 4987
Feminin, 55- 59 ani, TOTAL, Anul 2008, Numar persoane, 5249
Feminin, 55- 59 ani, TOTAL, Anul 2009, Numar persoane, 5254
Feminin, 55- 59 ani, TOTAL, Anul 2010, Numar persoane, 5065
Feminin, 55- 59 ani, TOTAL, Anul 2011, Numar persoane, 4778
Feminin, 55- 59 ani, TOTAL, Anul 2012, Numar persoane, 4873
Feminin, 55- 59 ani, Covasna, Anul 1999, Numar persoane, 48
Feminin, 55- 59 ani, Covasna, Anul 2000, Numar persoane, 38
Feminin, 55- 59 ani, Covasna, Anul 2001, Numar persoane, 45
Feminin, 55- 59 ani, Covasna, Anul 2002, Numar persoane, 45
Feminin, 55- 59 ani, Covasna, Anul 2003, Numar persoane, 36
Feminin, 55- 59 ani, Covasna, Anul 2004, Numar persoane, 35
Feminin, 55- 59 ani, Covasna, Anul 2005, Numar persoane, 49
Feminin, 55- 59 ani, Covasna, Anul 2006, Numar persoane, 47
