,share,Unnamed: 0,LOC,COUNTRY,LAT,LON,ELEVATION,Dátum,Dátums,Mondás,Jelentés,DS,Dátum:mettől,Dátum:meddig,Kondíció,Érték,Periódus:mettől,Periódus:meddig,Mennyiség,Irány,W
29,30,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-07-25,július 25.,"Ha Jakab napján sok a felhő, sok lesz a hó.","Ha ezen a dátumon felhős, az átlagosnál havasabb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,-,2019-12-21,2019-03-21,Snow,+,
30,48,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,44,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,35,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,45,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,54,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,44,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,49,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,47,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,52,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,47,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
30,52,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-07-25,július 25.,"Ha Jakab napján nagyon süt a nap, nagy tél várható.","Ha ezen a dátumon derűs, az átlagosnál hidegebb tél várható.",júl. 25,2019-07-25,2019-07-25,Visib,+,2019-12-21,2019-03-21,Temp,-,
31,75,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,50,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,80,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,60,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,100,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,75,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,50,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,61,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,45,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,66,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
31,71,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-07-25,július 25.,"Ha Jakab napján esik, akkor enyhébb lesz a tél.","Ha ezen a dátumon esik, az átlagosnál enyhébb tél várható.",júl. 25,2019-07-25,2019-07-25,Rain,+,2019-12-21,2019-03-21,Temp,+,
32,75,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,0,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,50,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,42,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,66,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,75,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,75,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,75,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,70,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,88,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
32,75,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-07-26,július 26.,"Ha Szent Anna napján esõ esik, hat hétig esni fog.  ","Ha ezen a dátumon esik, a következő 42 napban az átlagosnál esősebb  idő várható.",júl. 26,2019-07-26,2019-07-26,Rain,+,2019-07-26,2019-09-07,Rain,+,
33,50,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,60,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,75,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,60,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,0,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,54,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,53,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,36,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,45,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,28,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
33,40,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-07-31,július 31.,"Ha Ernő napján esik, akkor enyhe tél következik.","Ha ezen a dátumon esik, az átlagosnál melegebb tél várható.",júl. 31,2019-07-31,2019-07-31,Rain,+,2019-12-21,2019-03-21,Temp,+,
34,48,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,34,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,43,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,52,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,40,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,47,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,47,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,45,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,53,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,38,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
34,48,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-08-01,augusztus 1.,"Ha Pétertől Lőrincig nagy a hőség, soká fehér lesz a tél.","Ha ezeken a dátumokon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 1,2019-08-01,2019-08-10,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,49,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,35,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,44,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,40,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,31,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,38,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,47,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,44,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,44,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,35,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
35,48,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-08-04,augusztus 4.,"Ha Domonkos napján nagy a meleg, akkor télen nagyon hideg lesz.","Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál hidegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,+,2019-12-21,2019-03-21,Temp,-,
36,45,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,41,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,54,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,40,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,26,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,51,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,50,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,46,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,43,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,40,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
36,55,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-08-04,augusztus 4.,"Ha Domonkos napján hideg van, akkor enyhe télre számíthatunk.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál melegebb tél várható.",aug. 4,2019-08-04,2019-08-04,Temp,-,2019-12-21,2019-03-21,Temp,+,
37,34,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,34,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,67,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,0,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,0,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,50,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
