
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2002, Mii persoane, 1.7
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2003, Mii persoane, 2.7
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2004, Mii persoane, 2.8
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2005, Mii persoane, 2.2
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2006, Mii persoane, 3
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2007, Mii persoane, 3.5
K Tranzactii imobiliare si alte servicii, Feminin, Gorj, Anul 2008, Mii persoane, 3
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2001, Mii persoane, 1.1
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2002, Mii persoane, 1
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2003, Mii persoane, 1.3
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2004, Mii persoane, 1.4
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2005, Mii persoane, 1.2
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2006, Mii persoane, 1.7
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2007, Mii persoane, 2
K Tranzactii imobiliare si alte servicii, Feminin, Mehedinti, Anul 2008, Mii persoane, 1.8
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2001, Mii persoane, 1.2
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2002, Mii persoane, 1.3
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2003, Mii persoane, 2.4
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2004, Mii persoane, 2.3
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2005, Mii persoane, 2.2
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2006, Mii persoane, 2.6
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2007, Mii persoane, 2.8
K Tranzactii imobiliare si alte servicii, Feminin, Olt, Anul 2008, Mii persoane, 1.8
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2001, Mii persoane, 1.3
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2002, Mii persoane, 1.5
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2003, Mii persoane, 1.8
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2004, Mii persoane, 1.9
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2005, Mii persoane, 1.8
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2006, Mii persoane, 2.3
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2007, Mii persoane, 2.5
K Tranzactii imobiliare si alte servicii, Feminin, Valcea, Anul 2008, Mii persoane, 2.6
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2001, Mii persoane, 9.2
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2002, Mii persoane, 12.5
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2003, Mii persoane, 11.7
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2004, Mii persoane, 13.1
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2005, Mii persoane, 14.2
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2006, Mii persoane, 15.2
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2007, Mii persoane, 15.5
K Tranzactii imobiliare si alte servicii, Feminin, Regiunea VEST, Anul 2008, Mii persoane, 14
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2001, Mii persoane, 1.5
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2002, Mii persoane, 2
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2003, Mii persoane, 2.3
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2004, Mii persoane, 3.1
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2005, Mii persoane, 3.5
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2006, Mii persoane, 3.6
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2007, Mii persoane, 3.5
K Tranzactii imobiliare si alte servicii, Feminin, Arad, Anul 2008, Mii persoane, 2.9
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2001, Mii persoane, 1
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2002, Mii persoane, 1.4
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2003, Mii persoane, 2.1
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2004, Mii persoane, 1.6
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2005, Mii persoane, 1.6
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2006, Mii persoane, 1.7
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2007, Mii persoane, 2
K Tranzactii imobiliare si alte servicii, Feminin, Caras-Severin, Anul 2008, Mii persoane, 1.8
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2001, Mii persoane, 2.5
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2002, Mii persoane, 4
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2003, Mii persoane, 2.5
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2004, Mii persoane, 2.8
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2005, Mii persoane, 2.7
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2006, Mii persoane, 2.9
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2007, Mii persoane, 2.6
K Tranzactii imobiliare si alte servicii, Feminin, Hunedoara, Anul 2008, Mii persoane, 2.5
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2001, Mii persoane, 4.2
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2002, Mii persoane, 5.1
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2003, Mii persoane, 4.8
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2004, Mii persoane, 5.6
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2005, Mii persoane, 6.4
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2006, Mii persoane, 7
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2007, Mii persoane, 7.4
K Tranzactii imobiliare si alte servicii, Feminin, Timis, Anul 2008, Mii persoane, 6.8
L Administratie publica si aparare, Total, TOTAL, Anul 2001, Mii persoane, 142.6
L Administratie publica si aparare, Total, TOTAL, Anul 2002, Mii persoane, 148.1
L Administratie publica si aparare, Total, TOTAL, Anul 2003, Mii persoane, 154.8
L Administratie publica si aparare, Total, TOTAL, Anul 2004, Mii persoane, 159.4
L Administratie publica si aparare, Total, TOTAL, Anul 2005, Mii persoane, 173.2
L Administratie publica si aparare, Total, TOTAL, Anul 2006, Mii persoane, 183.2
L Administratie publica si aparare, Total, TOTAL, Anul 2007, Mii persoane, 208.7
L Administratie publica si aparare, Total, TOTAL, Anul 2008, Mii persoane, 223.1
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 32.3
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 31.5
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 33.3
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 35
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 37.4
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 39.7
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 44.5
L Administratie publica si aparare, Total, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 46.7
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2001, Mii persoane, 16.5
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2002, Mii persoane, 16.1
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2003, Mii persoane, 16.5
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2004, Mii persoane, 17.7
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2005, Mii persoane, 18.8
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2006, Mii persoane, 20.2
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2007, Mii persoane, 22.6
L Administratie publica si aparare, Total, Regiunea NORD-VEST, Anul 2008, Mii persoane, 23.7
L Administratie publica si aparare, Total, Bihor, Anul 2001, Mii persoane, 3.6
L Administratie publica si aparare, Total, Bihor, Anul 2002, Mii persoane, 3.4
L Administratie publica si aparare, Total, Bihor, Anul 2003, Mii persoane, 3.6
L Administratie publica si aparare, Total, Bihor, Anul 2004, Mii persoane, 4
L Administratie publica si aparare, Total, Bihor, Anul 2005, Mii persoane, 4.4
L Administratie publica si aparare, Total, Bihor, Anul 2006, Mii persoane, 4.7
L Administratie publica si aparare, Total, Bihor, Anul 2007, Mii persoane, 5.3
L Administratie publica si aparare, Total, Bihor, Anul 2008, Mii persoane, 5.3
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2001, Mii persoane, 3
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2002, Mii persoane, 2.6
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2003, Mii persoane, 2.7
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2004, Mii persoane, 3
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2005, Mii persoane, 2.7
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2006, Mii persoane, 3.1
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2007, Mii persoane, 3.4
L Administratie publica si aparare, Total, Bistrita-Nasaud, Anul 2008, Mii persoane, 3.4
L Administratie publica si aparare, Total, Cluj, Anul 2001, Mii persoane, 3.4
L Administratie publica si aparare, Total, Cluj, Anul 2002, Mii persoane, 3.5
L Administratie publica si aparare, Total, Cluj, Anul 2003, Mii persoane, 3.4
L Administratie publica si aparare, Total, Cluj, Anul 2004, Mii persoane, 3.7
L Administratie publica si aparare, Total, Cluj, Anul 2005, Mii persoane, 4.3
L Administratie publica si aparare, Total, Cluj, Anul 2006, Mii persoane, 4.6
L Administratie publica si aparare, Total, Cluj, Anul 2007, Mii persoane, 5
L Administratie publica si aparare, Total, Cluj, Anul 2008, Mii persoane, 5.4
L Administratie publica si aparare, Total, Maramures, Anul 2001, Mii persoane, 2.8
L Administratie publica si aparare, Total, Maramures, Anul 2002, Mii persoane, 2.9
L Administratie publica si aparare, Total, Maramures, Anul 2003, Mii persoane, 3
L Administratie publica si aparare, Total, Maramures, Anul 2004, Mii persoane, 3.1
L Administratie publica si aparare, Total, Maramures, Anul 2005, Mii persoane, 3.1
L Administratie publica si aparare, Total, Maramures, Anul 2006, Mii persoane, 3.2
L Administratie publica si aparare, Total, Maramures, Anul 2007, Mii persoane, 3.5
L Administratie publica si aparare, Total, Maramures, Anul 2008, Mii persoane, 3.8
L Administratie publica si aparare, Total, Satu Mare, Anul 2001, Mii persoane, 2
L Administratie publica si aparare, Total, Satu Mare, Anul 2002, Mii persoane, 2
L Administratie publica si aparare, Total, Satu Mare, Anul 2003, Mii persoane, 2.1
L Administratie publica si aparare, Total, Satu Mare, Anul 2004, Mii persoane, 2
L Administratie publica si aparare, Total, Satu Mare, Anul 2005, Mii persoane, 2.3
L Administratie publica si aparare, Total, Satu Mare, Anul 2006, Mii persoane, 2.5
L Administratie publica si aparare, Total, Satu Mare, Anul 2007, Mii persoane, 3
L Administratie publica si aparare, Total, Satu Mare, Anul 2008, Mii persoane, 3.4
L Administratie publica si aparare, Total, Salaj, Anul 2001, Mii persoane, 1.7
L Administratie publica si aparare, Total, Salaj, Anul 2002, Mii persoane, 1.7
L Administratie publica si aparare, Total, Salaj, Anul 2003, Mii persoane, 1.7
L Administratie publica si aparare, Total, Salaj, Anul 2004, Mii persoane, 1.9
L Administratie publica si aparare, Total, Salaj, Anul 2005, Mii persoane, 2
L Administratie publica si aparare, Total, Salaj, Anul 2006, Mii persoane, 2.1
L Administratie publica si aparare, Total, Salaj, Anul 2007, Mii persoane, 2.4
L Administratie publica si aparare, Total, Salaj, Anul 2008, Mii persoane, 2.4
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2001, Mii persoane, 15.8
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2002, Mii persoane, 15.4
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2003, Mii persoane, 16.8
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2004, Mii persoane, 17.3
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2005, Mii persoane, 18.6
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2006, Mii persoane, 19.5
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2007, Mii persoane, 21.9
L Administratie publica si aparare, Total, Regiunea CENTRU, Anul 2008, Mii persoane, 23
L Administratie publica si aparare, Total, Alba, Anul 2001, Mii persoane, 3.2
L Administratie publica si aparare, Total, Alba, Anul 2002, Mii persoane, 3.2
L Administratie publica si aparare, Total, Alba, Anul 2003, Mii persoane, 3.3
L Administratie publica si aparare, Total, Alba, Anul 2004, Mii persoane, 3.6
L Administratie publica si aparare, Total, Alba, Anul 2005, Mii persoane, 3.5
L Administratie publica si aparare, Total, Alba, Anul 2006, Mii persoane, 3.7
L Administratie publica si aparare, Total, Alba, Anul 2007, Mii persoane, 3.9
L Administratie publica si aparare, Total, Alba, Anul 2008, Mii persoane, 4
L Administratie publica si aparare, Total, Brasov, Anul 2001, Mii persoane, 3.6
L Administratie publica si aparare, Total, Brasov, Anul 2002, Mii persoane, 3.4
L Administratie publica si aparare, Total, Brasov, Anul 2003, Mii persoane, 3.5
L Administratie publica si aparare, Total, Brasov, Anul 2004, Mii persoane, 3.4
L Administratie publica si aparare, Total, Brasov, Anul 2005, Mii persoane, 4.4
L Administratie publica si aparare, Total, Brasov, Anul 2006, Mii persoane, 4.6
L Administratie publica si aparare, Total, Brasov, Anul 2007, Mii persoane, 5.1
L Administratie publica si aparare, Total, Brasov, Anul 2008, Mii persoane, 5.4
L Administratie publica si aparare, Total, Covasna, Anul 2001, Mii persoane, 1.8
L Administratie publica si aparare, Total, Covasna, Anul 2002, Mii persoane, 1.7
L Administratie publica si aparare, Total, Covasna, Anul 2003, Mii persoane, 1.8
L Administratie publica si aparare, Total, Covasna, Anul 2004, Mii persoane, 1.8
L Administratie publica si aparare, Total, Covasna, Anul 2005, Mii persoane, 1.9
L Administratie publica si aparare, Total, Covasna, Anul 2006, Mii persoane, 1.9
L Administratie publica si aparare, Total, Covasna, Anul 2007, Mii persoane, 2.2
L Administratie publica si aparare, Total, Covasna, Anul 2008, Mii persoane, 2.3
L Administratie publica si aparare, Total, Harghita, Anul 2001, Mii persoane, 2.1
L Administratie publica si aparare, Total, Harghita, Anul 2002, Mii persoane, 2
L Administratie publica si aparare, Total, Harghita, Anul 2003, Mii persoane, 2.5
L Administratie publica si aparare, Total, Harghita, Anul 2004, Mii persoane, 2.5
L Administratie publica si aparare, Total, Harghita, Anul 2005, Mii persoane, 2.7
L Administratie publica si aparare, Total, Harghita, Anul 2006, Mii persoane, 2.8
L Administratie publica si aparare, Total, Harghita, Anul 2007, Mii persoane, 3.2
L Administratie publica si aparare, Total, Harghita, Anul 2008, Mii persoane, 3.3
L Administratie publica si aparare, Total, Mures, Anul 2001, Mii persoane, 2.8
L Administratie publica si aparare, Total, Mures, Anul 2002, Mii persoane, 2.8
L Administratie publica si aparare, Total, Mures, Anul 2003, Mii persoane, 3.5
L Administratie publica si aparare, Total, Mures, Anul 2004, Mii persoane, 3.6
L Administratie publica si aparare, Total, Mures, Anul 2005, Mii persoane, 3.4
L Administratie publica si aparare, Total, Mures, Anul 2006, Mii persoane, 3.7
L Administratie publica si aparare, Total, Mures, Anul 2007, Mii persoane, 4.3
L Administratie publica si aparare, Total, Mures, Anul 2008, Mii persoane, 4.7
L Administratie publica si aparare, Total, Sibiu, Anul 2001, Mii persoane, 2.3
L Administratie publica si aparare, Total, Sibiu, Anul 2002, Mii persoane, 2.3
L Administratie publica si aparare, Total, Sibiu, Anul 2003, Mii persoane, 2.2
L Administratie publica si aparare, Total, Sibiu, Anul 2004, Mii persoane, 2.4
L Administratie publica si aparare, Total, Sibiu, Anul 2005, Mii persoane, 2.7
L Administratie publica si aparare, Total, Sibiu, Anul 2006, Mii persoane, 2.8
L Administratie publica si aparare, Total, Sibiu, Anul 2007, Mii persoane, 3.2
L Administratie publica si aparare, Total, Sibiu, Anul 2008, Mii persoane, 3.3
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2001, Mii persoane, 34.7
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2002, Mii persoane, 35.7
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2003, Mii persoane, 37.1
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2004, Mii persoane, 38.9
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2005, Mii persoane, 42.4
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2006, Mii persoane, 44.3
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2007, Mii persoane, 51.9
L Administratie publica si aparare, Total, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 56.8
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2001, Mii persoane, 17.7
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2002, Mii persoane, 18.1
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2003, Mii persoane, 18.8
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2004, Mii persoane, 19.5
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2005, Mii persoane, 22.1
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2006, Mii persoane, 23
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2007, Mii persoane, 26.6
L Administratie publica si aparare, Total, Regiunea NORD-EST, Anul 2008, Mii persoane, 29.1
L Administratie publica si aparare, Total, Bacau, Anul 2001, Mii persoane, 3
L Administratie publica si aparare, Total, Bacau, Anul 2002, Mii persoane, 3.1
L Administratie publica si aparare, Total, Bacau, Anul 2003, Mii persoane, 3.2
L Administratie publica si aparare, Total, Bacau, Anul 2004, Mii persoane, 3.4
L Administratie publica si aparare, Total, Bacau, Anul 2005, Mii persoane, 3.9
L Administratie publica si aparare, Total, Bacau, Anul 2006, Mii persoane, 3.9
L Administratie publica si aparare, Total, Bacau, Anul 2007, Mii persoane, 4.7
L Administratie publica si aparare, Total, Bacau, Anul 2008, Mii persoane, 5.1
L Administratie publica si aparare, Total, Botosani, Anul 2001, Mii persoane, 2.9
L Administratie publica si aparare, Total, Botosani, Anul 2002, Mii persoane, 2.7
L Administratie publica si aparare, Total, Botosani, Anul 2003, Mii persoane, 3
L Administratie publica si aparare, Total, Botosani, Anul 2004, Mii persoane, 3
L Administratie publica si aparare, Total, Botosani, Anul 2005, Mii persoane, 2.8
L Administratie publica si aparare, Total, Botosani, Anul 2006, Mii persoane, 3
L Administratie publica si aparare, Total, Botosani, Anul 2007, Mii persoane, 3.3
L Administratie publica si aparare, Total, Botosani, Anul 2008, Mii persoane, 3.5
L Administratie publica si aparare, Total, Iasi, Anul 2001, Mii persoane, 3.7
L Administratie publica si aparare, Total, Iasi, Anul 2002, Mii persoane, 3.8
L Administratie publica si aparare, Total, Iasi, Anul 2003, Mii persoane, 4
L Administratie publica si aparare, Total, Iasi, Anul 2004, Mii persoane, 4
L Administratie publica si aparare, Total, Iasi, Anul 2005, Mii persoane, 4.7
L Administratie publica si aparare, Total, Iasi, Anul 2006, Mii persoane, 4.9
L Administratie publica si aparare, Total, Iasi, Anul 2007, Mii persoane, 5.9
L Administratie publica si aparare, Total, Iasi, Anul 2008, Mii persoane, 6.3
L Administratie publica si aparare, Total, Neamt, Anul 2001, Mii persoane, 2.5
L Administratie publica si aparare, Total, Neamt, Anul 2002, Mii persoane, 2.7
L Administratie publica si aparare, Total, Neamt, Anul 2003, Mii persoane, 2.6
L Administratie publica si aparare, Total, Neamt, Anul 2004, Mii persoane, 3
L Administratie publica si aparare, Total, Neamt, Anul 2005, Mii persoane, 3.4
L Administratie publica si aparare, Total, Neamt, Anul 2006, Mii persoane, 3.8
L Administratie publica si aparare, Total, Neamt, Anul 2007, Mii persoane, 4.1
L Administratie publica si aparare, Total, Neamt, Anul 2008, Mii persoane, 4.8
L Administratie publica si aparare, Total, Suceava, Anul 2001, Mii persoane, 3.5
L Administratie publica si aparare, Total, Suceava, Anul 2002, Mii persoane, 3.6
L Administratie publica si aparare, Total, Suceava, Anul 2003, Mii persoane, 3.8
L Administratie publica si aparare, Total, Suceava, Anul 2004, Mii persoane, 4
L Administratie publica si aparare, Total, Suceava, Anul 2005, Mii persoane, 4.4
L Administratie publica si aparare, Total, Suceava, Anul 2006, Mii persoane, 4.5
L Administratie publica si aparare, Total, Suceava, Anul 2007, Mii persoane, 5.3
L Administratie publica si aparare, Total, Suceava, Anul 2008, Mii persoane, 5.7
L Administratie publica si aparare, Total, Vaslui, Anul 2001, Mii persoane, 2.1
L Administratie publica si aparare, Total, Vaslui, Anul 2002, Mii persoane, 2.2
L Administratie publica si aparare, Total, Vaslui, Anul 2003, Mii persoane, 2.2
L Administratie publica si aparare, Total, Vaslui, Anul 2004, Mii persoane, 2.1
L Administratie publica si aparare, Total, Vaslui, Anul 2005, Mii persoane, 2.9
L Administratie publica si aparare, Total, Vaslui, Anul 2006, Mii persoane, 2.9
L Administratie publica si aparare, Total, Vaslui, Anul 2007, Mii persoane, 3.3
L Administratie publica si aparare, Total, Vaslui, Anul 2008, Mii persoane, 3.7
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2001, Mii persoane, 17
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2002, Mii persoane, 17.6
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2003, Mii persoane, 18.3
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2004, Mii persoane, 19.4
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2005, Mii persoane, 20.3
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2006, Mii persoane, 21.3
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2007, Mii persoane, 25.3
L Administratie publica si aparare, Total, Regiunea SUD-EST, Anul 2008, Mii persoane, 27.7
L Administratie publica si aparare, Total, Braila, Anul 2001, Mii persoane, 1.7
L Administratie publica si aparare, Total, Braila, Anul 2002, Mii persoane, 1.8
L Administratie publica si aparare, Total, Braila, Anul 2003, Mii persoane, 1.7
L Administratie publica si aparare, Total, Braila, Anul 2004, Mii persoane, 1.7
L Administratie publica si aparare, Total, Braila, Anul 2005, Mii persoane, 2.2
L Administratie publica si aparare, Total, Braila, Anul 2006, Mii persoane, 2.4
L Administratie publica si aparare, Total, Braila, Anul 2007, Mii persoane, 3.2
L Administratie publica si aparare, Total, Braila, Anul 2008, Mii persoane, 3.8
L Administratie publica si aparare, Total, Buzau, Anul 2001, Mii persoane, 3.5
L Administratie publica si aparare, Total, Buzau, Anul 2002, Mii persoane, 3.5
L Administratie publica si aparare, Total, Buzau, Anul 2003, Mii persoane, 3.8
L Administratie publica si aparare, Total, Buzau, Anul 2004, Mii persoane, 3.7
L Administratie publica si aparare, Total, Buzau, Anul 2005, Mii persoane, 3.3
L Administratie publica si aparare, Total, Buzau, Anul 2006, Mii persoane, 3.7
L Administratie publica si aparare, Total, Buzau, Anul 2007, Mii persoane, 4.2
L Administratie publica si aparare, Total, Buzau, Anul 2008, Mii persoane, 4.6
L Administratie publica si aparare, Total, Constanta, Anul 2001, Mii persoane, 4.3
L Administratie publica si aparare, Total, Constanta, Anul 2002, Mii persoane, 4.6
L Administratie publica si aparare, Total, Constanta, Anul 2003, Mii persoane, 4.8
L Administratie publica si aparare, Total, Constanta, Anul 2004, Mii persoane, 5.1
L Administratie publica si aparare, Total, Constanta, Anul 2005, Mii persoane, 5.3
L Administratie publica si aparare, Total, Constanta, Anul 2006, Mii persoane, 5.5
L Administratie publica si aparare, Total, Constanta, Anul 2007, Mii persoane, 6.3
L Administratie publica si aparare, Total, Constanta, Anul 2008, Mii persoane, 7.1
L Administratie publica si aparare, Total, Galati, Anul 2001, Mii persoane, 3.3
L Administratie publica si aparare, Total, Galati, Anul 2002, Mii persoane, 3.3
L Administratie publica si aparare, Total, Galati, Anul 2003, Mii persoane, 3.6
L Administratie publica si aparare, Total, Galati, Anul 2004, Mii persoane, 3.8
L Administratie publica si aparare, Total, Galati, Anul 2005, Mii persoane, 3.8
L Administratie publica si aparare, Total, Galati, Anul 2006, Mii persoane, 3.9
L Administratie publica si aparare, Total, Galati, Anul 2007, Mii persoane, 4.9
L Administratie publica si aparare, Total, Galati, Anul 2008, Mii persoane, 5.3
L Administratie publica si aparare, Total, Tulcea, Anul 2001, Mii persoane, 2
L Administratie publica si aparare, Total, Tulcea, Anul 2002, Mii persoane, 2.2
L Administratie publica si aparare, Total, Tulcea, Anul 2003, Mii persoane, 2.1
L Administratie publica si aparare, Total, Tulcea, Anul 2004, Mii persoane, 2.4
L Administratie publica si aparare, Total, Tulcea, Anul 2005, Mii persoane, 2.8
L Administratie publica si aparare, Total, Tulcea, Anul 2006, Mii persoane, 2.8
L Administratie publica si aparare, Total, Tulcea, Anul 2007, Mii persoane, 3.1
L Administratie publica si aparare, Total, Tulcea, Anul 2008, Mii persoane, 3.3
L Administratie publica si aparare, Total, Vrancea, Anul 2001, Mii persoane, 2.2
L Administratie publica si aparare, Total, Vrancea, Anul 2002, Mii persoane, 2.2
L Administratie publica si aparare, Total, Vrancea, Anul 2003, Mii persoane, 2.3
L Administratie publica si aparare, Total, Vrancea, Anul 2004, Mii persoane, 2.7
L Administratie publica si aparare, Total, Vrancea, Anul 2005, Mii persoane, 2.9
L Administratie publica si aparare, Total, Vrancea, Anul 2006, Mii persoane, 3
L Administratie publica si aparare, Total, Vrancea, Anul 2007, Mii persoane, 3.6
L Administratie publica si aparare, Total, Vrancea, Anul 2008, Mii persoane, 3.6
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2001, Mii persoane, 45.9
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2002, Mii persoane, 50.2
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2003, Mii persoane, 52.6
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2004, Mii persoane, 52.3
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2005, Mii persoane, 58.9
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2006, Mii persoane, 62.3
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2007, Mii persoane, 70.5
L Administratie publica si aparare, Total, MACROREGIUNEA TREI, Anul 2008, Mii persoane, 75.7
