
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1994, Mii persoane, 83
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1995, Mii persoane, 83.7
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1996, Mii persoane, 83.3
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1997, Mii persoane, 82
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1998, Mii persoane, 82.2
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 1999, Mii persoane, 83.3
M Invatamant, Total, MACROREGIUNEA PATRU, Anul 2000, Mii persoane, 82.1
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii persoane, 44.6
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii persoane, 42.9
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii persoane, 42.7
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii persoane, 41.9
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii persoane, 42.2
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii persoane, 41.9
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii persoane, 41.3
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii persoane, 42.5
M Invatamant, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii persoane, 41.5
M Invatamant, Total, Dolj, Anul 1992, Mii persoane, 15
M Invatamant, Total, Dolj, Anul 1993, Mii persoane, 14.7
M Invatamant, Total, Dolj, Anul 1994, Mii persoane, 13.6
M Invatamant, Total, Dolj, Anul 1995, Mii persoane, 13.4
M Invatamant, Total, Dolj, Anul 1996, Mii persoane, 13.3
M Invatamant, Total, Dolj, Anul 1997, Mii persoane, 13.7
M Invatamant, Total, Dolj, Anul 1998, Mii persoane, 13.9
M Invatamant, Total, Dolj, Anul 1999, Mii persoane, 14.8
M Invatamant, Total, Dolj, Anul 2000, Mii persoane, 14.4
M Invatamant, Total, Gorj, Anul 1992, Mii persoane, 8
M Invatamant, Total, Gorj, Anul 1993, Mii persoane, 6.8
M Invatamant, Total, Gorj, Anul 1994, Mii persoane, 7.1
M Invatamant, Total, Gorj, Anul 1995, Mii persoane, 7.3
M Invatamant, Total, Gorj, Anul 1996, Mii persoane, 7.4
M Invatamant, Total, Gorj, Anul 1997, Mii persoane, 7.2
M Invatamant, Total, Gorj, Anul 1998, Mii persoane, 6.5
M Invatamant, Total, Gorj, Anul 1999, Mii persoane, 7
M Invatamant, Total, Gorj, Anul 2000, Mii persoane, 7.5
M Invatamant, Total, Mehedinti, Anul 1992, Mii persoane, 5.8
M Invatamant, Total, Mehedinti, Anul 1993, Mii persoane, 5.2
M Invatamant, Total, Mehedinti, Anul 1994, Mii persoane, 5.2
M Invatamant, Total, Mehedinti, Anul 1995, Mii persoane, 5.1
M Invatamant, Total, Mehedinti, Anul 1996, Mii persoane, 5.2
M Invatamant, Total, Mehedinti, Anul 1997, Mii persoane, 5.1
M Invatamant, Total, Mehedinti, Anul 1998, Mii persoane, 5
M Invatamant, Total, Mehedinti, Anul 1999, Mii persoane, 5
M Invatamant, Total, Mehedinti, Anul 2000, Mii persoane, 4.8
M Invatamant, Total, Olt, Anul 1992, Mii persoane, 8.7
M Invatamant, Total, Olt, Anul 1993, Mii persoane, 8.6
M Invatamant, Total, Olt, Anul 1994, Mii persoane, 8.7
M Invatamant, Total, Olt, Anul 1995, Mii persoane, 8.5
M Invatamant, Total, Olt, Anul 1996, Mii persoane, 8.5
M Invatamant, Total, Olt, Anul 1997, Mii persoane, 8.3
M Invatamant, Total, Olt, Anul 1998, Mii persoane, 8.4
M Invatamant, Total, Olt, Anul 1999, Mii persoane, 8.1
M Invatamant, Total, Olt, Anul 2000, Mii persoane, 7.8
M Invatamant, Total, Valcea, Anul 1992, Mii persoane, 7.1
M Invatamant, Total, Valcea, Anul 1993, Mii persoane, 7.6
M Invatamant, Total, Valcea, Anul 1994, Mii persoane, 8.1
M Invatamant, Total, Valcea, Anul 1995, Mii persoane, 7.6
M Invatamant, Total, Valcea, Anul 1996, Mii persoane, 7.8
M Invatamant, Total, Valcea, Anul 1997, Mii persoane, 7.6
M Invatamant, Total, Valcea, Anul 1998, Mii persoane, 7.5
M Invatamant, Total, Valcea, Anul 1999, Mii persoane, 7.6
M Invatamant, Total, Valcea, Anul 2000, Mii persoane, 7
M Invatamant, Total, Regiunea VEST, Anul 1992, Mii persoane, 39.7
M Invatamant, Total, Regiunea VEST, Anul 1993, Mii persoane, 41
M Invatamant, Total, Regiunea VEST, Anul 1994, Mii persoane, 40.3
M Invatamant, Total, Regiunea VEST, Anul 1995, Mii persoane, 41.8
M Invatamant, Total, Regiunea VEST, Anul 1996, Mii persoane, 41.1
M Invatamant, Total, Regiunea VEST, Anul 1997, Mii persoane, 40.1
M Invatamant, Total, Regiunea VEST, Anul 1998, Mii persoane, 40.9
M Invatamant, Total, Regiunea VEST, Anul 1999, Mii persoane, 40.8
M Invatamant, Total, Regiunea VEST, Anul 2000, Mii persoane, 40.6
M Invatamant, Total, Arad, Anul 1992, Mii persoane, 8.4
M Invatamant, Total, Arad, Anul 1993, Mii persoane, 8.3
M Invatamant, Total, Arad, Anul 1994, Mii persoane, 8.1
M Invatamant, Total, Arad, Anul 1995, Mii persoane, 8.2
M Invatamant, Total, Arad, Anul 1996, Mii persoane, 8.4
M Invatamant, Total, Arad, Anul 1997, Mii persoane, 8.8
M Invatamant, Total, Arad, Anul 1998, Mii persoane, 9.2
M Invatamant, Total, Arad, Anul 1999, Mii persoane, 8.5
M Invatamant, Total, Arad, Anul 2000, Mii persoane, 8.4
M Invatamant, Total, Caras-Severin, Anul 1992, Mii persoane, 6.4
M Invatamant, Total, Caras-Severin, Anul 1993, Mii persoane, 6.5
M Invatamant, Total, Caras-Severin, Anul 1994, Mii persoane, 6.3
M Invatamant, Total, Caras-Severin, Anul 1995, Mii persoane, 6.3
M Invatamant, Total, Caras-Severin, Anul 1996, Mii persoane, 6.2
M Invatamant, Total, Caras-Severin, Anul 1997, Mii persoane, 6
M Invatamant, Total, Caras-Severin, Anul 1998, Mii persoane, 5.7
M Invatamant, Total, Caras-Severin, Anul 1999, Mii persoane, 5.7
M Invatamant, Total, Caras-Severin, Anul 2000, Mii persoane, 5.4
M Invatamant, Total, Hunedoara, Anul 1992, Mii persoane, 7.9
M Invatamant, Total, Hunedoara, Anul 1993, Mii persoane, 8.4
M Invatamant, Total, Hunedoara, Anul 1994, Mii persoane, 8.4
M Invatamant, Total, Hunedoara, Anul 1995, Mii persoane, 9.9
M Invatamant, Total, Hunedoara, Anul 1996, Mii persoane, 9.3
M Invatamant, Total, Hunedoara, Anul 1997, Mii persoane, 8.3
M Invatamant, Total, Hunedoara, Anul 1998, Mii persoane, 8.4
M Invatamant, Total, Hunedoara, Anul 1999, Mii persoane, 8.9
M Invatamant, Total, Hunedoara, Anul 2000, Mii persoane, 8.8
M Invatamant, Total, Timis, Anul 1992, Mii persoane, 17
M Invatamant, Total, Timis, Anul 1993, Mii persoane, 17.8
M Invatamant, Total, Timis, Anul 1994, Mii persoane, 17.5
M Invatamant, Total, Timis, Anul 1995, Mii persoane, 17.4
M Invatamant, Total, Timis, Anul 1996, Mii persoane, 17.2
M Invatamant, Total, Timis, Anul 1997, Mii persoane, 17
M Invatamant, Total, Timis, Anul 1998, Mii persoane, 17.6
M Invatamant, Total, Timis, Anul 1999, Mii persoane, 17.7
M Invatamant, Total, Timis, Anul 2000, Mii persoane, 18
M Invatamant, Feminin, TOTAL, Anul 1992, Mii persoane, 289.8
M Invatamant, Feminin, TOTAL, Anul 1993, Mii persoane, 286.7
M Invatamant, Feminin, TOTAL, Anul 1994, Mii persoane, 286.1
M Invatamant, Feminin, TOTAL, Anul 1995, Mii persoane, 292.4
M Invatamant, Feminin, TOTAL, Anul 1996, Mii persoane, 294.9
M Invatamant, Feminin, TOTAL, Anul 1997, Mii persoane, 262.8
M Invatamant, Feminin, TOTAL, Anul 1998, Mii persoane, 285
M Invatamant, Feminin, TOTAL, Anul 1999, Mii persoane, 284.9
M Invatamant, Feminin, TOTAL, Anul 2000, Mii persoane, 283.7
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1992, Mii persoane, 77.9
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1993, Mii persoane, 76.4
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1994, Mii persoane, 77.7
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1995, Mii persoane, 80.2
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1996, Mii persoane, 80.6
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1997, Mii persoane, 74.5
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1998, Mii persoane, 74
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 1999, Mii persoane, 76
M Invatamant, Feminin, MACROREGIUNEA UNU, Anul 2000, Mii persoane, 79.8
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1992, Mii persoane, 41.5
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1993, Mii persoane, 40.3
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1994, Mii persoane, 41
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1995, Mii persoane, 41.2
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1996, Mii persoane, 41
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1997, Mii persoane, 37
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1998, Mii persoane, 37.4
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 1999, Mii persoane, 39.4
M Invatamant, Feminin, Regiunea NORD-VEST, Anul 2000, Mii persoane, 42.2
M Invatamant, Feminin, Bihor, Anul 1992, Mii persoane, 8.3
M Invatamant, Feminin, Bihor, Anul 1993, Mii persoane, 9.2
M Invatamant, Feminin, Bihor, Anul 1994, Mii persoane, 9.1
M Invatamant, Feminin, Bihor, Anul 1995, Mii persoane, 8.7
M Invatamant, Feminin, Bihor, Anul 1996, Mii persoane, 8.5
M Invatamant, Feminin, Bihor, Anul 1997, Mii persoane, 6.9
M Invatamant, Feminin, Bihor, Anul 1998, Mii persoane, 6.5
M Invatamant, Feminin, Bihor, Anul 1999, Mii persoane, 6.4
M Invatamant, Feminin, Bihor, Anul 2000, Mii persoane, 9.9
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1992, Mii persoane, 4.4
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1993, Mii persoane, 4.3
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1994, Mii persoane, 4.4
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1995, Mii persoane, 4.3
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1996, Mii persoane, 4.4
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1997, Mii persoane, 4.2
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1998, Mii persoane, 4.1
M Invatamant, Feminin, Bistrita-Nasaud, Anul 1999, Mii persoane, 4.2
M Invatamant, Feminin, Bistrita-Nasaud, Anul 2000, Mii persoane, 4
M Invatamant, Feminin, Cluj, Anul 1992, Mii persoane, 12.6
M Invatamant, Feminin, Cluj, Anul 1993, Mii persoane, 10.7
M Invatamant, Feminin, Cluj, Anul 1994, Mii persoane, 10.8
M Invatamant, Feminin, Cluj, Anul 1995, Mii persoane, 11
M Invatamant, Feminin, Cluj, Anul 1996, Mii persoane, 11.1
M Invatamant, Feminin, Cluj, Anul 1997, Mii persoane, 11.1
M Invatamant, Feminin, Cluj, Anul 1998, Mii persoane, 11
M Invatamant, Feminin, Cluj, Anul 1999, Mii persoane, 12.6
M Invatamant, Feminin, Cluj, Anul 2000, Mii persoane, 13
M Invatamant, Feminin, Maramures, Anul 1992, Mii persoane, 7
M Invatamant, Feminin, Maramures, Anul 1993, Mii persoane, 7.3
M Invatamant, Feminin, Maramures, Anul 1994, Mii persoane, 7.5
M Invatamant, Feminin, Maramures, Anul 1995, Mii persoane, 7.5
M Invatamant, Feminin, Maramures, Anul 1996, Mii persoane, 7.4
M Invatamant, Feminin, Maramures, Anul 1997, Mii persoane, 7.1
M Invatamant, Feminin, Maramures, Anul 1998, Mii persoane, 7.1
M Invatamant, Feminin, Maramures, Anul 1999, Mii persoane, 7.6
M Invatamant, Feminin, Maramures, Anul 2000, Mii persoane, 6.8
M Invatamant, Feminin, Satu Mare, Anul 1992, Mii persoane, 5.7
M Invatamant, Feminin, Satu Mare, Anul 1993, Mii persoane, 5.7
M Invatamant, Feminin, Satu Mare, Anul 1994, Mii persoane, 5.8
M Invatamant, Feminin, Satu Mare, Anul 1995, Mii persoane, 5.9
M Invatamant, Feminin, Satu Mare, Anul 1996, Mii persoane, 6
M Invatamant, Feminin, Satu Mare, Anul 1997, Mii persoane, 5.9
M Invatamant, Feminin, Satu Mare, Anul 1998, Mii persoane, 5.4
M Invatamant, Feminin, Satu Mare, Anul 1999, Mii persoane, 5.4
M Invatamant, Feminin, Satu Mare, Anul 2000, Mii persoane, 5.1
M Invatamant, Feminin, Salaj, Anul 1992, Mii persoane, 3.5
M Invatamant, Feminin, Salaj, Anul 1993, Mii persoane, 3.1
M Invatamant, Feminin, Salaj, Anul 1994, Mii persoane, 3.4
M Invatamant, Feminin, Salaj, Anul 1995, Mii persoane, 3.8
M Invatamant, Feminin, Salaj, Anul 1996, Mii persoane, 3.6
M Invatamant, Feminin, Salaj, Anul 1997, Mii persoane, 1.8
M Invatamant, Feminin, Salaj, Anul 1998, Mii persoane, 3.3
M Invatamant, Feminin, Salaj, Anul 1999, Mii persoane, 3.2
M Invatamant, Feminin, Salaj, Anul 2000, Mii persoane, 3.4
M Invatamant, Feminin, Regiunea CENTRU, Anul 1992, Mii persoane, 36.4
M Invatamant, Feminin, Regiunea CENTRU, Anul 1993, Mii persoane, 36.1
M Invatamant, Feminin, Regiunea CENTRU, Anul 1994, Mii persoane, 36.7
M Invatamant, Feminin, Regiunea CENTRU, Anul 1995, Mii persoane, 39
M Invatamant, Feminin, Regiunea CENTRU, Anul 1996, Mii persoane, 39.6
M Invatamant, Feminin, Regiunea CENTRU, Anul 1997, Mii persoane, 37.5
M Invatamant, Feminin, Regiunea CENTRU, Anul 1998, Mii persoane, 36.6
M Invatamant, Feminin, Regiunea CENTRU, Anul 1999, Mii persoane, 36.6
M Invatamant, Feminin, Regiunea CENTRU, Anul 2000, Mii persoane, 37.6
M Invatamant, Feminin, Alba, Anul 1992, Mii persoane, 5.4
M Invatamant, Feminin, Alba, Anul 1993, Mii persoane, 5.5
M Invatamant, Feminin, Alba, Anul 1994, Mii persoane, 5.5
M Invatamant, Feminin, Alba, Anul 1995, Mii persoane, 5.6
M Invatamant, Feminin, Alba, Anul 1996, Mii persoane, 5.7
M Invatamant, Feminin, Alba, Anul 1997, Mii persoane, 5.3
M Invatamant, Feminin, Alba, Anul 1998, Mii persoane, 5.2
M Invatamant, Feminin, Alba, Anul 1999, Mii persoane, 5.4
M Invatamant, Feminin, Alba, Anul 2000, Mii persoane, 5
M Invatamant, Feminin, Brasov, Anul 1992, Mii persoane, 9.2
M Invatamant, Feminin, Brasov, Anul 1993, Mii persoane, 8.6
M Invatamant, Feminin, Brasov, Anul 1994, Mii persoane, 8.6
M Invatamant, Feminin, Brasov, Anul 1995, Mii persoane, 9.3
M Invatamant, Feminin, Brasov, Anul 1996, Mii persoane, 9.5
M Invatamant, Feminin, Brasov, Anul 1997, Mii persoane, 8.3
M Invatamant, Feminin, Brasov, Anul 1998, Mii persoane, 8.6
M Invatamant, Feminin, Brasov, Anul 1999, Mii persoane, 8
M Invatamant, Feminin, Brasov, Anul 2000, Mii persoane, 9.8
M Invatamant, Feminin, Covasna, Anul 1992, Mii persoane, 3.5
M Invatamant, Feminin, Covasna, Anul 1993, Mii persoane, 3.5
M Invatamant, Feminin, Covasna, Anul 1994, Mii persoane, 3.6
M Invatamant, Feminin, Covasna, Anul 1995, Mii persoane, 3.9
M Invatamant, Feminin, Covasna, Anul 1996, Mii persoane, 4
M Invatamant, Feminin, Covasna, Anul 1997, Mii persoane, 3.7
M Invatamant, Feminin, Covasna, Anul 1998, Mii persoane, 3.6
M Invatamant, Feminin, Covasna, Anul 1999, Mii persoane, 3.6
M Invatamant, Feminin, Covasna, Anul 2000, Mii persoane, 3.4
M Invatamant, Feminin, Harghita, Anul 1992, Mii persoane, 5.3
M Invatamant, Feminin, Harghita, Anul 1993, Mii persoane, 3.9
M Invatamant, Feminin, Harghita, Anul 1994, Mii persoane, 4
M Invatamant, Feminin, Harghita, Anul 1995, Mii persoane, 5.1
M Invatamant, Feminin, Harghita, Anul 1996, Mii persoane, 5.1
M Invatamant, Feminin, Harghita, Anul 1997, Mii persoane, 4.6
M Invatamant, Feminin, Harghita, Anul 1998, Mii persoane, 4
M Invatamant, Feminin, Harghita, Anul 1999, Mii persoane, 4.2
M Invatamant, Feminin, Harghita, Anul 2000, Mii persoane, 4.2
M Invatamant, Feminin, Mures, Anul 1992, Mii persoane, 5.9
M Invatamant, Feminin, Mures, Anul 1993, Mii persoane, 7.5
M Invatamant, Feminin, Mures, Anul 1994, Mii persoane, 8.1
M Invatamant, Feminin, Mures, Anul 1995, Mii persoane, 8.1
M Invatamant, Feminin, Mures, Anul 1996, Mii persoane, 8.3
M Invatamant, Feminin, Mures, Anul 1997, Mii persoane, 8.6
M Invatamant, Feminin, Mures, Anul 1998, Mii persoane, 8.4
M Invatamant, Feminin, Mures, Anul 1999, Mii persoane, 8.6
M Invatamant, Feminin, Mures, Anul 2000, Mii persoane, 8.6
M Invatamant, Feminin, Sibiu, Anul 1992, Mii persoane, 7.1
M Invatamant, Feminin, Sibiu, Anul 1993, Mii persoane, 7.1
M Invatamant, Feminin, Sibiu, Anul 1994, Mii persoane, 6.9
M Invatamant, Feminin, Sibiu, Anul 1995, Mii persoane, 7
M Invatamant, Feminin, Sibiu, Anul 1996, Mii persoane, 7
M Invatamant, Feminin, Sibiu, Anul 1997, Mii persoane, 7
M Invatamant, Feminin, Sibiu, Anul 1998, Mii persoane, 6.8
M Invatamant, Feminin, Sibiu, Anul 1999, Mii persoane, 6.8
M Invatamant, Feminin, Sibiu, Anul 2000, Mii persoane, 6.6
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1992, Mii persoane, 85.7
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1993, Mii persoane, 84.4
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1994, Mii persoane, 82.8
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1995, Mii persoane, 86.6
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1996, Mii persoane, 88.2
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1997, Mii persoane, 86.6
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1998, Mii persoane, 84.1
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 1999, Mii persoane, 83.3
M Invatamant, Feminin, MACROREGIUNEA DOI, Anul 2000, Mii persoane, 81.5
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1992, Mii persoane, 51
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1993, Mii persoane, 50.7
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1994, Mii persoane, 48
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1995, Mii persoane, 50.1
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1996, Mii persoane, 51.5
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1997, Mii persoane, 50.7
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1998, Mii persoane, 48.2
M Invatamant, Feminin, Regiunea NORD-EST, Anul 1999, Mii persoane, 48.3
M Invatamant, Feminin, Regiunea NORD-EST, Anul 2000, Mii persoane, 48.1
M Invatamant, Feminin, Bacau, Anul 1992, Mii persoane, 10
M Invatamant, Feminin, Bacau, Anul 1993, Mii persoane, 8.7
M Invatamant, Feminin, Bacau, Anul 1994, Mii persoane, 8.6
M Invatamant, Feminin, Bacau, Anul 1995, Mii persoane, 9
M Invatamant, Feminin, Bacau, Anul 1996, Mii persoane, 8.8
M Invatamant, Feminin, Bacau, Anul 1997, Mii persoane, 8.4
M Invatamant, Feminin, Bacau, Anul 1998, Mii persoane, 8.4
M Invatamant, Feminin, Bacau, Anul 1999, Mii persoane, 8.5
M Invatamant, Feminin, Bacau, Anul 2000, Mii persoane, 8.5
M Invatamant, Feminin, Botosani, Anul 1992, Mii persoane, 5.8
M Invatamant, Feminin, Botosani, Anul 1993, Mii persoane, 5.7
M Invatamant, Feminin, Botosani, Anul 1994, Mii persoane, 5.7
M Invatamant, Feminin, Botosani, Anul 1995, Mii persoane, 5.7
M Invatamant, Feminin, Botosani, Anul 1996, Mii persoane, 5.7
M Invatamant, Feminin, Botosani, Anul 1997, Mii persoane, 5.6
M Invatamant, Feminin, Botosani, Anul 1998, Mii persoane, 5.1
M Invatamant, Feminin, Botosani, Anul 1999, Mii persoane, 5.3
M Invatamant, Feminin, Botosani, Anul 2000, Mii persoane, 5
M Invatamant, Feminin, Iasi, Anul 1992, Mii persoane, 13.9
M Invatamant, Feminin, Iasi, Anul 1993, Mii persoane, 14.1
M Invatamant, Feminin, Iasi, Anul 1994, Mii persoane, 13.6
M Invatamant, Feminin, Iasi, Anul 1995, Mii persoane, 14
M Invatamant, Feminin, Iasi, Anul 1996, Mii persoane, 14.9
M Invatamant, Feminin, Iasi, Anul 1997, Mii persoane, 15.3
M Invatamant, Feminin, Iasi, Anul 1998, Mii persoane, 13.8
M Invatamant, Feminin, Iasi, Anul 1999, Mii persoane, 13.4
M Invatamant, Feminin, Iasi, Anul 2000, Mii persoane, 13.5
M Invatamant, Feminin, Neamt, Anul 1992, Mii persoane, 7.3
M Invatamant, Feminin, Neamt, Anul 1993, Mii persoane, 7.4
M Invatamant, Feminin, Neamt, Anul 1994, Mii persoane, 7.2
M Invatamant, Feminin, Neamt, Anul 1995, Mii persoane, 7.3
M Invatamant, Feminin, Neamt, Anul 1996, Mii persoane, 7.3
M Invatamant, Feminin, Neamt, Anul 1997, Mii persoane, 7.2
M Invatamant, Feminin, Neamt, Anul 1998, Mii persoane, 6.7
M Invatamant, Feminin, Neamt, Anul 1999, Mii persoane, 6.8
M Invatamant, Feminin, Neamt, Anul 2000, Mii persoane, 7.7
M Invatamant, Feminin, Suceava, Anul 1992, Mii persoane, 8.9
M Invatamant, Feminin, Suceava, Anul 1993, Mii persoane, 9.8
M Invatamant, Feminin, Suceava, Anul 1994, Mii persoane, 8.3
M Invatamant, Feminin, Suceava, Anul 1995, Mii persoane, 9.1
M Invatamant, Feminin, Suceava, Anul 1996, Mii persoane, 9.5
M Invatamant, Feminin, Suceava, Anul 1997, Mii persoane, 9.1
M Invatamant, Feminin, Suceava, Anul 1998, Mii persoane, 9.1
M Invatamant, Feminin, Suceava, Anul 1999, Mii persoane, 9
M Invatamant, Feminin, Suceava, Anul 2000, Mii persoane, 8.5
M Invatamant, Feminin, Vaslui, Anul 1992, Mii persoane, 5.1
M Invatamant, Feminin, Vaslui, Anul 1993, Mii persoane, 5
M Invatamant, Feminin, Vaslui, Anul 1994, Mii persoane, 4.6
M Invatamant, Feminin, Vaslui, Anul 1995, Mii persoane, 5
M Invatamant, Feminin, Vaslui, Anul 1996, Mii persoane, 5.3
M Invatamant, Feminin, Vaslui, Anul 1997, Mii persoane, 5.1
M Invatamant, Feminin, Vaslui, Anul 1998, Mii persoane, 5.1
M Invatamant, Feminin, Vaslui, Anul 1999, Mii persoane, 5.3
M Invatamant, Feminin, Vaslui, Anul 2000, Mii persoane, 4.9
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1992, Mii persoane, 34.7
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1993, Mii persoane, 33.7
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1994, Mii persoane, 34.8
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1995, Mii persoane, 36.5
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1996, Mii persoane, 36.7
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1997, Mii persoane, 35.9
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1998, Mii persoane, 35.9
M Invatamant, Feminin, Regiunea SUD-EST, Anul 1999, Mii persoane, 35
M Invatamant, Feminin, Regiunea SUD-EST, Anul 2000, Mii persoane, 33.4
M Invatamant, Feminin, Braila, Anul 1992, Mii persoane, 5.1
M Invatamant, Feminin, Braila, Anul 1993, Mii persoane, 4.1
M Invatamant, Feminin, Braila, Anul 1994, Mii persoane, 4.5
M Invatamant, Feminin, Braila, Anul 1995, Mii persoane, 4.5
M Invatamant, Feminin, Braila, Anul 1996, Mii persoane, 4.6
M Invatamant, Feminin, Braila, Anul 1997, Mii persoane, 4.4
M Invatamant, Feminin, Braila, Anul 1998, Mii persoane, 4.5
M Invatamant, Feminin, Braila, Anul 1999, Mii persoane, 4.5
M Invatamant, Feminin, Braila, Anul 2000, Mii persoane, 4.2
M Invatamant, Feminin, Buzau, Anul 1992, Mii persoane, 5.4
M Invatamant, Feminin, Buzau, Anul 1993, Mii persoane, 5.6
M Invatamant, Feminin, Buzau, Anul 1994, Mii persoane, 5.8
M Invatamant, Feminin, Buzau, Anul 1995, Mii persoane, 5.7
M Invatamant, Feminin, Buzau, Anul 1996, Mii persoane, 5.9
M Invatamant, Feminin, Buzau, Anul 1997, Mii persoane, 5.9
M Invatamant, Feminin, Buzau, Anul 1998, Mii persoane, 6
M Invatamant, Feminin, Buzau, Anul 1999, Mii persoane, 5.8
M Invatamant, Feminin, Buzau, Anul 2000, Mii persoane, 5.6
M Invatamant, Feminin, Constanta, Anul 1992, Mii persoane, 9.3
M Invatamant, Feminin, Constanta, Anul 1993, Mii persoane, 9
M Invatamant, Feminin, Constanta, Anul 1994, Mii persoane, 9.5
M Invatamant, Feminin, Constanta, Anul 1995, Mii persoane, 10
M Invatamant, Feminin, Constanta, Anul 1996, Mii persoane, 10.3
M Invatamant, Feminin, Constanta, Anul 1997, Mii persoane, 10
M Invatamant, Feminin, Constanta, Anul 1998, Mii persoane, 10.1
M Invatamant, Feminin, Constanta, Anul 1999, Mii persoane, 9.6
M Invatamant, Feminin, Constanta, Anul 2000, Mii persoane, 8.6
M Invatamant, Feminin, Galati, Anul 1992, Mii persoane, 7.2
M Invatamant, Feminin, Galati, Anul 1993, Mii persoane, 7.8
M Invatamant, Feminin, Galati, Anul 1994, Mii persoane, 7.5
M Invatamant, Feminin, Galati, Anul 1995, Mii persoane, 7.6
M Invatamant, Feminin, Galati, Anul 1996, Mii persoane, 8.2
M Invatamant, Feminin, Galati, Anul 1997, Mii persoane, 7.8
M Invatamant, Feminin, Galati, Anul 1998, Mii persoane, 7.7
M Invatamant, Feminin, Galati, Anul 1999, Mii persoane, 7.7
M Invatamant, Feminin, Galati, Anul 2000, Mii persoane, 7.3
M Invatamant, Feminin, Tulcea, Anul 1992, Mii persoane, 3.5
M Invatamant, Feminin, Tulcea, Anul 1993, Mii persoane, 3
M Invatamant, Feminin, Tulcea, Anul 1994, Mii persoane, 3.4
M Invatamant, Feminin, Tulcea, Anul 1995, Mii persoane, 3.6
M Invatamant, Feminin, Tulcea, Anul 1996, Mii persoane, 3.7
M Invatamant, Feminin, Tulcea, Anul 1997, Mii persoane, 3.7
M Invatamant, Feminin, Tulcea, Anul 1998, Mii persoane, 3.5
